name;diameter;count;price;type_size;category
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;15;6;663.7301209020118;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;15;10;904.7494385479939;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;15;16;915.8734070547315;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;15;25;1169.8706879585743;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;15;40;1169.8706879585743;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;15;63;1855.8487458740613;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;15;160;1763.1490083179144;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;20;6;867.6695435255353;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;20;10;1169.8706879585743;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;20;16;1277.4023835237044;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;20;25;1433.1379426180315;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;20;40;1434.9919373691544;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;20;63;2725.3722841507197;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;20;160;2734.642257906334;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;25;6;1132.7907929361156;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;25;10;1518.4217011696867;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;25;16;1542.5236329342847;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;25;25;1748.317050308931;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;25;40;1748.317050308931;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;25;63;3483.6561373600007;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;25;160;3094.3172396241844;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;32;6;1663.0332917572755;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;32;10;2195.1297853295596;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;32;16;2219.2317170941574;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;32;25;2699.416357634999;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;32;40;2701.2703523861214;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;32;63;4449.587402695053;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;32;160;3791.4192660464087;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;40;6;2024.5622682262488;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;40;10;2653.0664888569254;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;40;16;2677.1684206215227;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;40;25;3012.741470574775;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;40;40;3014.5954653258973;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;40;63;5678.785922689559;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;40;160;5091.069586583589;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;50;6;2291.537512387952;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;50;10;3038.6973970904965;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;50;16;3290.8406832432156;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;50;25;3761.755350028442;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;50;40;3761.755350028442;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;50;63;6824.554678883536;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;50;160;7783.069965214097;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;65;6;2942.2896700321035;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;65;10;3978.672735909826;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;65;16;4099.182394732817;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;65;25;5448.890573550316;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;65;40;4774.036484141566;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;65;63;8101.95706240724;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;65;160;11183.296338773564;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;80;6;4123.2843264974135;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;80;10;4725.832620612369;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;80;16;5424.788641785717;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;80;25;6027.336935900672;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;80;40;6704.045020060545;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;80;63;10947.839005380953;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;80;160;12616.434281391597;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;100;6;5015.055801787548;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;100;10;6051.438867665272;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;100;16;6872.758542412733;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;100;25;8921.42274240358;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;100;40;10332.312748008135;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;100;63;13791.866953603538;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;100;160;18272.97226706768;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;125;6;6969.166269471127;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;125;10;8656.301492993001;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;125;16;8680.403424757598;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;125;25;12731.381955961222;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;125;40;13960.580475955727;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;125;63;25981.882442236853;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;125;160;29688.017949731613;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
 Фланцы воротниковые ГОСТ 12821-80 ИСПОЛНЕНИЯ 2,3,4,5,6,7, ГОСТ 33259 Тип 11 ИСПОЛНЕНИЯ А,C,D,E,F,G,К Сталь 12Х18Н10Т. ;150;6;7909.141608290455;;Фланцы с исполнением ГОСТ 33259 - 2015, Фланцы с исполнением ГОСТ 12820, ГОСТ 12821, ст. 12х18н10т с исполнением
